Category,Domain,Sentence,HedgeItem,Source
Modals,News and Science Communication,It seems likely that the mission will be extended.,seems likely,Gemini
Modals,News and Science Communication,The initiative should create new opportunities for local artists.,should create,Gemini
Modals,News and Science Communication,The evidence would appear to support the theory of a massive asteroid impact.,would appear to support,Gemini
Modals,Legal / Policy Language,The ruling could set a precedent for future intellectual property cases.,could set,Gemini
Modals,Legal / Policy Language,This clause may be interpreted as ambiguous by the court.,may be interpreted,Gemini
Modals,Legal / Policy Language,The committee should consider the ethical ramifications of the proposed bill.,should consider,Gemini
Modals,Legal / Policy Language,The new regulation might impose a significant burden on small enterprises.,might impose,Gemini
Modals,Legal / Policy Language,It would appear that the defendant was not aware of the consequences.,would appear that,Gemini
Modals,Legal / Policy Language,The terms of the contract would seem to be legally binding.,would seem to be,Gemini
Modals,Legal / Policy Language,The agency may need to revise its guidelines in light of the new data.,may need to,Gemini
Modals,Legal / Policy Language,An appeal could lead to the case being heard by a higher court.,could lead to,Gemini
Modals,Legal / Policy Language,It seems the legislation has several potential loopholes.,seems,Gemini
Modals,Legal / Policy Language,The settlement might be subject to final approval from the presiding judge.,might be subject to,Gemini
Modals,Legal / Policy Language,Parties should be advised of their right to legal counsel.,should be advised,Gemini
Modals,Legal / Policy Language,One would argue that the evidence presented is circumstantial.,would argue,Gemini
Modals,Legal / Policy Language,The policy could have a disproportionate effect on low-income households.,could have,Gemini
Modals,Legal / Policy Language,It appears the witness's testimony may be unreliable.,appears...may be,Gemini
Modals,Legal / Policy Language,The statute would suggest a different interpretation of the law.,would suggest,Gemini
Modals,Legal / Policy Language,This provision might not be enforceable under current state law.,might not be,Gemini
Modals,Legal / Policy Language,The court should take into account the defendant's prior record.,should take,Gemini
Modals,Legal / Policy Language,The agreement may be voided if certain conditions are not met.,may be voided,Gemini
Modals,Legal / Policy Language,It would be prudent for the company to review its compliance procedures.,would be prudent,Gemini
Modals,Legal / Policy Language,The investigation could uncover previously unknown details.,could uncover,Gemini
Modals,Legal / Policy Language,It seems likely that the case will go to trial.,seems likely,Gemini
Modals,Legal / Policy Language,The draft amendment might undergo several revisions before being passed.,might undergo,Gemini
Modals,Legal / Policy Language,The evidence would appear to be insufficient for a conviction.,would appear to be,Gemini
Modals,Legal / Policy Language,The judge may exercise discretion in sentencing.,may exercise,Gemini
Modals,Legal / Policy Language,The legal team should be prepared for a lengthy appeals process.,should be prepared,Gemini
Modals,Everyday / Casual Speech,"I might pop over to the shops later, do you need anything?",might pop over,Gemini
Modals,Everyday / Casual Speech,We could try that new cafe that opened on the corner.,could try,Gemini
Modals,Everyday / Casual Speech,It seems like we're going to have a sunny weekend.,seems like,Gemini
Modals,Everyday / Casual Speech,You should probably charge your phone before we leave.,should probably,Gemini
Modals,Everyday / Casual Speech,I would think the package will arrive by Friday at the latest.,would think,Gemini
Modals,Everyday / Casual Speech,The traffic appears to be lighter than usual for this time of day.,appears to be,Gemini
Modals,Everyday / Casual Speech,Maybe we could get pizza for dinner tonight?,Maybe we could,Gemini
Modals,Everyday / Casual Speech,"He might be running late, he's usually here by now.",might be,Gemini
Modals,Everyday / Casual Speech,I guess we should start heading home soon.,guess we should,Gemini
Modals,Everyday / Casual Speech,That movie would probably be too scary for the kids.,would probably be,Gemini
Modals,Everyday / Casual Speech,It looks like they might be sold out of your size.,looks like they might,Gemini
Modals,Everyday / Casual Speech,We could perhaps go for a walk after lunch.,could perhaps,Gemini
Modals,Everyday / Casual Speech,I would say that's a pretty good guess.,would say,Gemini
Modals,Everyday / Casual Speech,The train may be delayed due to signal problems.,may be,Gemini
Modals,Everyday / casual Speech,It seems to me you might be overthinking it a bit.,seems to me you might,Gemini
Modals,Everyday / Casual Speech,We should probably book our tickets in advance.,should probably,Gemini
Modals,Everyday / Casual Speech,There's a chance I may have left my wallet in the car.,may have left,Gemini
Modals,Everyday / Casual Speech,It would seem that I've misplaced my glasses again.,would seem that,Gemini
Modals,Everyday / Casual Speech,I might just have a quiet night in tonight.,might just have,Gemini
Modals,Everyday / Casual Speech,"You could try restarting the computer, that sometimes works.",could try,Gemini
Modals,Everyday / Casual Speech,I suppose we could ask for an extension on the deadline.,suppose we could,Gemini
Modals,Everyday / Casual Speech,It feels like it might get a little chilly later on.,feels like it might,Gemini
Modals,Everyday / Casual Speech,We would have to get up pretty early to catch that flight.,would have to,Gemini
Modals,Everyday / Casual Speech,I think we should check the opening times online first.,think we should,Gemini
Modals,Everyday / Casual Speech,It seems possible that they got our reservation date wrong.,seems possible,Gemini
Parentheticals,Academic Writing,The findings are somewhat consistent (I think) with the preliminary hypothesis.,I think,Gemini
Parentheticals,Academic Writing,The statistical model is robust (I believe) despite some data limitations.,I believe,Gemini
Parentheticals,Academic Writing,The methodology appears sound (I suppose) for this type of investigation.,I suppose,Gemini
Parentheticals,Academic Writing,The implications are far-reaching (I guess) for future research directions.,I guess,Gemini
